pair_id,psa_id,Domain,source_lang,target_lang,source_text,target_text,method,confidence,verified,auto_qc_pass,Source,Metadata,split
opus_en_sw_000128,,General,en,sw,"In May, the World Bank urged the Zambian government not to interfere in determining the floor prices of maize sold by farmers to the Food Reserve Agency and other interested parties in the agri-business chain.","Mwezi Mei, Benki ya Dunia iitaka serikali ya Zambiakutokuingilia upangaji wa bei ya unga wa mahindi unaouzwa na wakulima kwa shirika la hifadhi ya chakula la nchi hiyo na wadau wengine katika sekta ya uchumi wa kilimo.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.057, ""glossary_preservation"": 1.0, ""psaish_score"": 2, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.057, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002061,,General,en,sw,"By introducing the law, emphasizing the one-sided civic duty, while weakening the government responsibilties.","Kwa kuanzisha sheria hii, serikali inasisitiza uwajibikaji wa upande mmoja, yaani jukumu la wananchi, lakini kwa upande mwingine inadumaza majukumu ya serikali.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.571, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.571, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001300,,General,en,sw,"He also warned that because the Indian plate keeps pushing into Asia, Myanmar should be on alert for earthquakes in the future.","Alitahadharisha kwamba kwa sababu miamba iliyo chini ya India inaendelea kusukuma kuelekea bara Asia, basi Myanmar haina budi kuwa kwenye tahadhari siku zote na hasa kwa siku za usoni.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.318, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.318, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001071,,General,en,sw,"Not only that suddenly the person everyone laughed at suddenly becomes a national hero, now this...paranoia...maybe we should bury , and others in Wawel, too? they died as well...","Sio tu kwamba kwa ghafla mtu ambaye kila mmoja alimcheka anageuka kuwa shujaa wa taifa, na sasa… shuku … pengine tuwazike , na wengine huko Wawel, pia? Nao pia walifariki …",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.069, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.069, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000521,,General,en,sw,What could be the driving force that has prompted so many Bollywood actors to step out of their comfort zone and do their bit for this Indian election campaign?,Ni nini kinachowasukuma waigizaji wengi wa Bollywood kutoka kwenye Nyanja walizozoea na kutoa michango yao kwenye kampeni za uchaguzi huu wa India?,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.759, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.759, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002118,,General,en,sw,Head of the Egyptian Armed Forces General Abdel Fattah Al Sisi said in an announcement broadcast live minutes ago that the Chief Justice of the Constitutional Court will be the new interim president and that a technocrat national government will be formed.,"Mkuu wa majeshi ya Misri, Generali Abdel Fattah Al Sisi, katika matangazo ya mojakwa moja dakika chache zilizo pita, alisema kuwa, Jaji Mkuu wa Mahakama ya Katiba ndiye atakayekuwa Rais mpya wa mpito na kwamba serikali ya kitaifa ya Kiteknokrasia itaundwa.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.976, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.976, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002411,,General,en,sw,Intelligent women should be offended by this crap that is published and that treats them like they were idiots.,Wanawake wenye akili lazima wawe na mashaka na upuuzi huu uliochapishwa ili kuwafanya waonekane ni punguani.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.842, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.842, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000888,,General,en,sw,"Rêve d'Afrique, the blog of Togolese writer Gerry Taama, argued the game should go on:","Rêve d'Afrique, ambayo ni blogu ya raia wa Togo na mwandishi Gerry Taama alijenga hoja zake kwamba mchezo uendelee:",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.267, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.267, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001105,,General,en,sw,"I hated that my almost 5-month old prophecy that the former first family would demand a new residence from government, and the people of this country, was coming to pass.","Nilichukia kwamba utabiri wangu wa takriban miezi 5 kuwa familia ya rais wa zamani ingedai nyumba mpya kutoka kwa serikali, na watu wan chi hii, ungetimia.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.867, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.867, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000737,,General,en,sw,"Luca Hammer of 2-Blog, a student and technical mastermind behind the Viennese web activities, has published a field report of how wikis, Twitter and webcast were used to get things rolling.","Luca Hammer wa blogu ya 2-Blog, mwanafunzi na mtaalamu wa nyuma ya pazia wa harakati za mtandaoni mjini Vienna, amechapisha taarifa ya namna matangazo ya wiki, Twita na matangazo ya mtandaoni yalitumika kufanya mambo yaende.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.129, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.129, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002467,,General,en,sw,"And police are now investigating a writer who wrote on Facebook that the ""Sewol ferry disaster is a scene directed by Pro-North Korean sympathizers who want to spread confusion and chaos in South Korean society.""","Polizi hivi sasa wanamchunguza mwandishi aliyeandika kwenye mtandao wa Facebook kwamba ""Janga la kivuko cha Sewol ni tukio lililotengenezwa na vibaraka wa Korea Kaskazini wanaotaka kutengeneza mazingira ya hali ya sintofahamu na tahayaruki katika jamii ya Korea Kusini. """,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.114, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.114, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002402,,General,en,sw,Do Trinis care dat de report from de Commission ah Enquiry into Abu Bakr coup attempt in 1990 finally out?,"Je, Trinis inajali ripoti ya dat de iliyotolewa na Tume ya kuchunguza jaribio la mapinduzi ya Abu Bakr mwaka 1990 ambayo ndio kwanza imetoka?",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.2, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.2, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001973,,General,en,sw,"A group of scholars and professors from the school produced a video with their stories, which was recently released by Narco News TV.","Kundi la wanazuoni na maprofesa kutoka katika shule hiyo waliandaa video yenye masimulizi ya watu hawa, ambayo ilizinduliwa hivi karibuni na kituo cha televisheni kiitwacho Narco News TV.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.217, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.217, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002266,,General,en,sw,"In the proposed reform, the final exam to obtain the high school diploma will be done in one round instead of two and the entry into high school will be subjected to a final exam instead of a passing grade at the end of the final year of middle high school.","Katika mapendekezo ya mageuzi, mitihani ya mwisho ili kupata diploma ya shule ya sekondari itafanyika katika duru moja badala ya mbili na kuingia katika shule ya sekondari zitafanyiwa mtihani wa mwisho badala ya kupita daraja mwishoni mwa mwaka wa mwisho wa katikati ya shule ya sekondari.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.902, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.902, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002155,,General,en,sw,"Social media played a major role in the dissemination of news about the terrorist attack on Westgate Mall in Nairobi, Kenya, but unverified information spread with lightning speed, including from government, terrorists, journalists and citizens on Facebook and Twitter.","Mitandao ya kijamii imefanya kazi kubwa katika kusambaza habari za shambulio la kigaidi lililofanyika kwenye jengo la Westgate, Nairobi, Kenya, lakini hata hivyo taarifa hizo zisizothibitishwa zilisambaa mithili ya mwale wa radi, iwe ni kutoka serikalini, kwa magaidi wenyewe, waandishi wa habari na hata raia wa kawaida katika mitandao ya Facebook na Twitter.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.359, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.359, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001485,,General,en,sw,"Khatami voted in the parliamentary election on Friday, March 2, 2012 ignoring preconditions he himself had formulated for his participation: “Freedom of prisoners and creation of a free atmosphere for everyone and all groups, the authorities respecting the Constitution and creation of the logistics for conducting a healthy and free election.”","Khatami alipiga kura kwenye uchaguzi wa bunge siku ya Ijumaa, Machi 2, 2012 akigeuka apizo ambalo yeye mwenyewe aliliweka hapo siku za nyuma ambapo kinyume na kutekelezwa kwa apizo hilo basi asingeshiriki kupiga kura: “Uhuru wa wafungwa na kutengeneza mazingira huru kwa kila mmoja na makundi yote, serikali inayoheshimu Katiba na kutengenezwa kwa mfumo unaodhibiti upigaji kura ulio huru na wa haki.”",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.216, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.216, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001111,,General,en,sw,He should go and take one.,Na aende akachukue mkopo.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.667, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.667, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001269,,General,en,sw,Parliamentary election is to be held in on 2 April and presidential election will take place on 9 April 2011.,Uchaguzi wa Bunge unafanyika tarehe 2 na ule wa Rais unafanyika tarehe 9 Aprili 2011.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.75, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.75, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001825,,General,en,sw,"An annual competition has been launched for the public to vote for the seven best natural wonders of Africa, with the voting currently underway.","Shindano la kila mwaka limezinduliwa kwa ajili ya watu kupiga kura kuchagua maajabu saba yaliyo bora zaidi barani Afrika, na upigaji kura umeshaanza.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.958, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.958, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001949,,General,en,sw,"With social media so widely used, it is not a surprise that this election has been dubbed the social media election.","Pamoja na vyombo vya habari vya kijamii kutumika sana, siyo jambo la kushangaza kwamba uchaguzi huu umekuwa ukijulikana kama Uchaguzi wa vyombo vya habari vya kijamii",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.238, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.238, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001911,,General,en,sw,The government will change and imagine if any radical Islamist government comes to power what will happen?,Serikali itabadilika na kudhani iwapo serikali yoyote yenye msimamo mkali wa Kiislam ikiingia madarakani ni kitu gani kitatokea?,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.059, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.059, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002227,,General,en,sw,"The event is open to all, but participants must sign up ahead of time.","Tukio hili liko wazi kwa watu wote, lakini washiriki lazima waombe kuhudhuria kabla ya mkutano.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.071, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.071, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002038,,General,en,sw,"There are also many more direct initiatives through which the government can boost agricultural production in the country, than provision of telephones.","Kuna njia ambazo serikali inaweza kukuza uzalishaji wa kilimo katika nchi, kuliko utoaji wa simu.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.682, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.682, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
